id,abb,info,geb,tod,sex,gebOrt,todOrt
17421,NULL,Strein von Schwarzenau; Heinrich (1422–1490),1422,1490,m,Schwarzenau im Waldviertel,
17422,NULL,Strein von Schwarzenau; Johann (1450–1499),1450,1499,m,Hartenstein in der Wachau,
17423,NULL,Strein von Schwarzenau; Wolfhard (1490–1562),1490,1562,m,Hartenstein in der Wachau,Haselbach im Waldviertel
17424,NULL,Strein von Schwarzenau; Johann (1420–    ),1420,,m,Schwarzenau im Waldviertel,
17425,NULL,Strein von Schwarzenau; Wolfgang (1460–1505),1460,1505,m,Schwarzenau im Waldviertel,
17426,NULL,Asseburg; Johann (1512–1567),1512,1567,m,Neindorf an der Bode,Kaschau
17427,NULL,Asseburg; Askan (1548–1580); Hofdiener,1548,1580,m,Neindorf an der Bode,Schermcke an der Bode
17428,NULL,Stadl; Johanna (1565–    ),1565,,w,Riegersburg in der Steiermark,
17429,NULL,Firmian; Sekunda Regina (1592–    ),1592,,w,Kronmetz im Etschtal,
17431,NULL,Thoman von Frankenberg; Kaspar (1598–1637),1598,1637,m,,Wien
17432,NULL,Radibrati; Ludwig (1560–    ); Hofdiener,1560,,m,Ragusa in Dalmatien,
17433,NULL,Herberstein; Wolfgang Siegmund (1580–    ),1580,,m,Gutenhag,
17434,NULL,Herberstein; Johann Christoph (1610–    ),1610,,m,,
17435,NULL,Herberstein; Katharina (1640–    ),1640,,w,,
17436,NULL,Jörger von Tollet; Georg Wilhelm (1580–1617); Hofkammerrat,1580,1617,m,Tollet an der Trattnach,
17437,NULL,Stadl; Bernhard (1460–1512),1460,1512,m,Stadl an der Raab,Sankt Ruprecht an der Raab
17438,NULL,Stadl; Christoph (1500–1552),1500,1552,m,Stadl an der Raab,Sankt Ruprecht an der Raab
17439,NULL,Stadl; Karl (1530–1576),1530,1576,m,Stadl an der Raab,
17440,NULL,Geymann; Ortolf (1360–    ),1360,,m,Gallspach im Hausruckviertel,
17441,NULL,Geymann; Christoph (1400–1452),1400,1452,m,Gallspach im Hausruckviertel,
17442,NULL,Geymann; Stephan (1390–1465),1390,1465,m,Gallspach im Hausruckviertel,
17443,NULL,Geymann; Bartlome (1420–1468),1420,1468,m,Gallspach im Hausruckviertel,
17444,NULL,Geymann; Johann (1450–1494),1450,1494,m,Gallspach im Hausruckviertel,
17445,NULL,Geymann; Ortolf (1430–1476); Kämmerer,1430,1476,m,Gallspach im Hausruckviertel,
17446,NULL,Geymann; Balthasar (1465–1522),1465,1522,m,Gallspach im Hausruckviertel,Gallspach im Hausruckviertel
17447,F,Geymann; Johann Heinrich (1500–1566),1500,1566,m,Gallspach im Hausruckviertel,Gallspach im Hausruckviertel
17448,NULL,Geymann; Johann Christoph (1544–1600),1544,1600,m,Gallspach im Hausruckviertel,Gallspach im Hausruckviertel
17449,NULL,Geymann; Johann Ludwig (1580–1638); Vorschneider,1580,1638,m,Gallspach im Hausruckviertel,
17450,NULL,Geymann; Johann (1480–1533),1480,1533,m,Gallspach im Hausruckviertel,Gmünd in Kärnten
17451,NULL,Geymann; Anna (1478–    ),1478,,w,Gallspach im Hausruckviertel,
17452,S,Geymann; Johann Paul (1578–1655),1578,1655,m,Gallspach im Hausruckviertel,Wien
17453,NULL,Geymann; Johann Balthasar (1575–1590),1575,1590,m,Gallspach im Hausruckviertel,Jena
17454,NULL,Geymann; Johann Ortolf (1576–1620),1576,1620,m,Gallspach im Hausruckviertel,Prag
17455,NULL,Stadl; Andreas (1490–    ),1490,,m,Stadl an der Raab,
17456,NULL,Stadl; Franz (1520–1580),1520,1580,m,Stadl an der Raab,
17457,NULL,Stadl; Johann Andreas (1550–1620),1550,1620,m,Riegersburg in der Steiermark,
17458,NULL,Stadl; Ferdinand (1595–1655); Hofkriegsrat,1595,1655,m,Kornberg in der Steiermark,Baden am Gebirge
17459,NULL,Stadl; Johann Rudolf (1640–1696); Kämmerer,1640,1696,m,Kornberg in der Steiermark,Graz
17460,NULL,Stadl; Ferdinand (1643–1694); Kämmerer,1643,1694,m,Kornberg in der Steiermark,Graz
17461,NULL,Pruckhen; Andreas (1530–1584); Hofdiener,1530,1584,m,,Rosenegg im Traunviertel
17462,NULL,Strein von Schwarzenau; Johann Wolfhard (1534–1614),1534,1614,m,Hartenstein in der Wachau,
17463,NULL,Maltzan; Johann Bernhard (1597–1667),1597,1667,m,Brünn in Mähren,
17464,NULL,Capliers; Sedeslaus (1520–1565),1520,1565,m,,
17465,NULL,Rehlinger; Maximilian (1570–1628); Hofdiener,1570,1628,m,Augsburg,
17466,NULL,Lampl von Fronsburg; Jakob (1576–1624),1576,1624,m,Fronsburg im Waldviertel,
17467,NULL,Lampl von Fronsburg; Regina (1605–    ),1605,,w,Fronsburg im Waldviertel,
17468,NULL,Lampl von Fronsburg; Adam (1609–1679),1609,1679,m,Fronsburg im Waldviertel,Krems an der Donau
17469,NULL,Dorn; Adam (1580–1654); Hofdiener,1580,1654,m,Ainödt an der Gurk,Moskau
17470,NULL,Villinger von Schönenberg; Jakob (1480–1529); Oberstkämmerer,1480,1529,m,Schlettstadt,Freiburg im Breisgau
17471,NULL,Villinger von Schönenberg; Karl (1513–1571),1513,1571,m,Augsburg,
17472,NULL,Villinger von Schönenberg; Jakob (1539–1597),1539,1597,m,Augsburg,
17473,NULL,Villinger von Schönenberg; Karl (1570–1631); Edelknabe,1570,1631,m,Augsburg,
17474,NULL,Villinger von Schönenberg; Ferdinand (1600–1641),1600,1641,m,München,Tübingen
17475,NULL,Breunner; Gottfried (1540–    ); Hofkammerrat,1540,,m,,
17476,NULL,Breunner; Kaspar (1570–1616),1570,1616,m,,
17477,NULL,Maltzan; Elisabeth (1560–1606),1560,1606,w,Wartenberg an der Weide,
17478,NULL,Lindegg; Adam (1585–    ); Kämmerer,1585,,m,Lizzana,
17479,NULL,Tschernembl; Johann Wilhelm (1570–    ); Truchsess,1570,,m,Schwertberg im Mühlviertel,
17480,NULL,Notthafft; Heinrich (1370–1440),1370,1440,m,Wernberg in der Oberpfalz,Straubing:Karmelitenkirche
17481,NULL,Henckel von Donnersmarck; Konrad (1486–1542),1486,1542,m,Leutschau in der Zips,Göllnitz in der Zips
17482,NULL,Henckel von Donnersmarck; Johann (1513–1565); Kämmerer,1513,1565,m,Leutschau in der Zips,Leutschau in der Zips
17483,NULL,Henckel von Donnersmarck; Sebastian (1530–1596),1530,1596,m,Leutschau in der Zips,
17484,NULL,Henckel von Donnersmarck; Jakob (1560–1617); Hofdiener,1560,1617,m,Leutschau in der Zips,Prag
17485,NULL,Henckel von Donnersmarck; Lazar (1551–1624),1551,1624,m,Leutschau in der Zips,Wien
17486,NULL,Henckel von Donnersmarck; Lazar (1585–1664); Kämmerer,1585,1664,m,Wien,Tarnowitz
17487,NULL,Henckel von Donnersmarck; Georg (1587–1638),1587,1638,m,Wien,Krems an der Donau
17488,NULL,Teubrecht; Georg (1540–    ); Hofdiener,1540,,m,,
17489,NULL,Tschirnhaus; David Heinrich (1580–1642); Landeshauptmann von Glatz,1580,1642,m,Mittelwalde in Schlesien,Peitz im Spreewald
17490,NULL,Rorif von Rainau; Servas (1530–1593),1530,1593,m,Rorive an der Maas,Neustift am Eisack
17491,NULL,Rorif von Rainau; Andreas (1565–1620); Huschier,1565,1620,m,Rorive an der Maas,Rain in der Höttinger Au
17492,NULL,Berka von der Duba; Lassel (1560–1614); Landeshauptmann von Mähren,1560,1614,m,,
17493,NULL,Gienger; Katharina (1520–1556),1520,1556,w,Langenau an der Donau,Sankt Peter in der Au
17494,F,Rheingraf zum Stein; Johann (1493–1531),1493,1531,m,Dhaun,Kyrburg
17495,NULL,Rheingraf zum Stein; Johann (1522–1548),1522,1548,m,Kyrburg,Finstingen
17496,NULL,Rheingraf zum Stein; Otto (1545–1607),1545,1607,m,Kyrburg,Kyrburg
17497,NULL,Rheingraf zum Stein; Johann (1575–1623),1575,1623,m,Kyrburg,
17498,S,Rheingraf zum Stein; Otto Ludwig (1597–1634),1597,1634,m,Kyrburg,Speyer
17499,NULL,Rheingraf zum Stein; Johann (1635–1688),1635,1688,m,Kyrburg,Flonheim
17501,NULL,Salm; Jakob (1435–1475),1435,1475,m,,
17502,NULL,Salm; Johanna (1440–1496),1440,1496,w,,
17503,NULL,Lamberg; Sabina (1525–    ),1525,,w,,
17504,NULL,Hase von Hasenburg; Hedwig (1533–1592),1533,1592,w,,Náchod
17505,NULL,Lamberg; Eleonora (1575–1608),1575,1608,w,Ottenstein im Waldviertel,
17506,NULL,Wolkenstein; Elisabeth (1604–1655),1604,1655,w,Trostburg am Eisack,Graz
17507,NULL,Trauttmansdorff; Anna (1575–1610),1575,1610,w,,
17508,NULL,Trauttmansdorff; Sidonia (1520–    ),1520,,w,Totzenbach am Haspelwald,
17509,NULL,Trauttmansdorff; Sophia (1539–1571),1539,1571,w,Totzenbach am Haspelwald,
17510,NULL,Waldstein; Johanna (1500–1522),1500,1522,w,,
17511,NULL,Lamberg; Maria Elisabeth (1638–    ),1638,,w,Wien,
17512,NULL,Waldstein; Maximiliana (1635–1654),1635,1654,w,,Wien
17513,NULL,Draperio; Jakob (1530–    ); Hofdiener,1530,,m,Genova,
17514,S,Fugger; Georg (1518–1569),1518,1569,m,Augsburg,
17515,S,Fugger; Anton (1552–1616),1552,1616,m,München,Gmünd im Remstal
17516,NULL,Schwihau; Ferdinand Wenzel (1605–1658),1605,1658,m,Ellischau,Hradešice
17517,NULL,Schwihau; Anna Ludmila (1635–1660),1635,1660,w,Ellischau,Wien
17518,NULL,Mansfeld; Susanna Polyxena (1640–1693),1640,1693,w,,
17519,NULL,Cirksena; Agnes (1584–1616),1584,1616,w,Aurich in Ostfriesland,Wien
17520,NULL,Rosenberg; Anna (1375–1428),1375,1428,w,Neuhaus in Böhmen,Bregenz
17521,NULL,Herzan von Harras; Katharina (1545–    ),1545,,w,,
17522,NULL,Herzan von Harras; Anna Katharina (1590–    ),1590,,w,,
17523,NULL,Piastowicz; Margarita (1465–    ),1465,,w,Sagan,
17524,NULL,Lobkowicz; Ludmila (1590–1629),1590,1629,w,,
17525,NULL,Berka von der Duba; Anna (1613–1674),1613,1674,w,,Feldbach in der Steiermark:Franziskanerkirche
17526,NULL,Rheingraf zum Stein; Franziska (1578–1619),1578,1619,w,Neuviller an der Mosel,Hechingen
17527,NULL,Dohna; Hedwig (1590–1668),1590,1668,w,Kraschen,
17528,NULL,Kokorzowa; Griselda (1598–1624),1598,1624,w,,
17529,NULL,Trauttmansdorff; Eva Barbara (1605–1628),1605,1628,w,Trautmannsdorf in der Steiermark,
17530,P,Harrach; Eleonora (1623–1693),1623,1693,w,Wien,Wien
17531,NULL,Czeika von Olbramowitz; Veronika (1595–    ),1595,,w,Kolin an der Elbe,
17532,M,Ilsung; Magdalena (1505–1561),1505,1561,w,Augsburg,Wien:Schottenkirche
17533,M,Kölnpöck von Salaberg; Barbara (1530–    ),1530,,w,Salaberg im Mostviertel,
17534,NULL,Kölnpöck von Salaberg; Ursula (1535–    ),1535,,w,Salaberg im Mostviertel,
17535,S,Fugger; Elisabeth (1543–1601),1543,1601,w,Augsburg,
17536,NULL,Chodkiewicz; Anna (1604–1625),1604,1625,w,Vilnius,
17537,NULL,Kirchberger von Kirchberg; Regina (1550–1609),1550,1609,w,,Totzenbach am Haspelwald:Pfarrkirche
17538,NULL,Kirchberger von Kirchberg; Elisabeth (1552–    ),1552,,w,,
17539,NULL,Kirchberger von Kirchberg; Katharina (1557–1608),1557,1608,w,,Peuerbach im Hausruckviertel
17540,NULL,Harrach; Anna (1510–1571),1510,1571,w,Goggitsch im Waldviertel,
17541,NULL,Rueber von Pixendorf; Maria (1565–1594),1565,1594,w,Grafenwörth an der Donau,
17542,NULL,Strein von Schwarzenau; Katharina (1590–1656),1590,1656,w,Hartenstein in der Wachau,Murstetten
17543,NULL,Strein von Schwarzenau; Susanna (1590–    ),1590,,w,Hartenstein in der Wachau,
17544,NULL,Strein von Schwarzenau; Agnes (1580–    ),1580,,w,Hartenstein in der Wachau,
17545,NULL,Kielmann von Kielmansegg; Andreas (1530–1590); Hofkriegsrat,1530,1590,m,,
17546,NULL,Kielmann von Kielmansegg; Andreas (1570–1616),1570,1616,m,,
17547,NULL,Kielmann von Kielmansegg; Anna (1605–    ),1605,,w,,
17548,NULL,Dietrichstein; Paul (1583–1620),1583,1620,m,,
17549,P,Herberstein; Leopold (1532–1606); Hofkriegsrat,1532,1606,m,,
17550,NULL,Herberstein; Hannibal (1565–1615),1565,1615,m,,
17551,NULL,Herberstein; Siegmund Friedrich (1595–    ),1595,,m,,
17552,NULL,Herberstein; Georg Siegmund (1625–1696); Kämmerer,1625,1696,m,,Graz
17553,NULL,Trauttmansdorff; Maria Margarita (1635–1692),1635,1692,w,Graz,Graz
17554,NULL,Plateis von Plattenstein; Johann (1555–1619); Hofsekretär,1555,1619,m,,Prag
17555,NULL,Plateis von Plattenstein; Johann Ernst (1586–1637); Bischof von Olmütz,1586,1637,m,Prag,Orechau im Wisowitzer Bergland
17556,NULL,Stadl; Christoph (1545–    ),1545,,m,Riegersburg in der Steiermark,
17557,NULL,Prack von Asch; Paul (1545–    ); Panetier,1545,,m,,
17558,NULL,Boyde; Jeremias (1530–1587); Hofquartiermeister,1530,1587,m,,Breslau
17559,NULL,Teufel von Guntersdorf; Rudolf (1570–1643),1570,1643,m,Guntersdorf im Weinviertel,
17560,NULL,Kittlitz; Balthasar (1540–    ); Hofdiener,1540,,m,Schweinitz in Schlesien,
17561,NULL,Colaus genannt Watzler; Georg (1500–1556); Oberstkämmerer,1500,1556,m,,Starkenberg in Tirol
17562,NULL,Colaus genannt Watzler; Georg (1535–1595); Kämmerer,1535,1595,m,Starkenberg in Tirol,Pettau:Georgskirche
17563,NULL,Colaus genannt Watzler; Ferdinand (1540–    ); Oberstfalkenmeister,1540,,m,Starkenberg in Tirol,
17564,S,Colaus genannt Watzler; Sidonia (1537–1573),1537,1573,w,Starkenberg in Tirol,Augsburg
17565,NULL,Liechtenstein von Murau; Konrad (1550–    ),1550,,m,,
17566,NULL,Liechtenstein von Murau; Elisabeth (1591–1657),1591,1657,w,,Nürnberg:Johanniskirche
17567,NULL,Minckwitz; Kaspar (1482–1537),1482,1537,m,Drehna in der Lausitz,Frohburg in Sachsen
17568,F,Minckwitz; Kaspar (1511–1569),1511,1569,m,Drehna in der Lausitz,
17569,NULL,Minckwitz; Kaspar (1545–1586); Hofkammerrat,1545,1586,m,Spremberg in der Lausitz,Prag
17570,NULL,Minckwitz; Ehrenfried (1550–1613); Reichshofrat,1550,1615,m,Drehna in der Lausitz,Prag
17571,NULL,Trczka von Leipa; Jaroslaus (1530–1588),1530,1588,m,,
17572,NULL,Trczka von Leipa; Wilhelm (1560–1597),1560,1597,m,,Weißenburg in Serbien
17573,NULL,Trczka von Leipa; Jaroslaus (1565–1601),1565,1601,m,,
17574,NULL,Landau; Luzi (1541–1597); Hofdiener,1541,1597,m,Haus im Mühlviertel,Linz an der Donau
17575,S,Croy; Karl Philipp (1549–1613),1549,1613,m,Brüssel,Finstingen
17576,S,Croy; Karl Alexander (1581–1624); Kämmerer,1581,1624,m,,Brüssel:Kapellenkirche
17577,NULL,Croy; Ernst (1583–1620),1583,1620,m,,Oppenheim am Rhein
17578,P,Croy; Ernst Bosel (1620–1684); Bischof von Cammin,1620,1684,m,Finstingen,Königsberg in Preußen
17579,NULL,Croy; Christina (1591–1664),1591,1664,w,,Neuviller an der Mosel
17580,NULL,Desfours; Ludwig (1543–1613),1543,1613,m,Athienville,
17581,NULL,Desfours; Johann (1580–    ),1580,,m,Athienville,
17582,NULL,Desfours; Johann Jakob (1610–1643),1610,1643,m,,Prag
17583,NULL,Thurn; Anna (1540–1597),1540,1597,w,,
17584,NULL,Thurn; Ludwika (1600–    ),1600,,w,Thybein,
17585,NULL,Donat; Heinrich (1535–    ); Hofdiener,1535,,m,Pohlom,
17586,NULL,Donat; Melchior (1565–    ); Truchsess,1565,,m,Pohlom,
17587,NULL,Redern; Sebastian (1553–1579); Truchsess,1553,1579,m,Breslau,
17588,NULL,Thannhausen; Christoph (1520–1565); Landeshauptmann von Kärnten,1520,1565,m,,
17589,NULL,Fugger; Bonaventura (1619–1693),1619,1693,m,Mattsies,Augsburg
17590,NULL,Fugger; Paul (1637–1701); Reichshofrat,1637,1701,m,Mattsies,München
17591,S,Greiß zum Wald; Wilhelm (1460–    ),1460,,m,,
17592,NULL,Greiß zum Wald; Wilhelm (1490–1533); Oberstjägermeister,1490,1533,m,,Pyhra im Mostviertel:Pfarrkirche
17593,NULL,Greiß zum Wald; Johann (1520–1557),1520,1557,m,Wald an der Perschling,Gmünd im Waldviertel
17594,NULL,Greiß zum Wald; Christoph (1525–1576),1525,1576,m,Wald an der Perschling,Sitzenberg
17595,NULL,Greiß zum Wald; Christoph (1563–1617),1563,1617,m,Wald an der Perschling,Pyhra im Mostviertel:Pfarrkirche
17596,NULL,Greiß zum Wald; Johann Siegmund (1565–1598); Vorschneider,1565,1598,m,Wald an der Perschling,
17597,NULL,Greiß zum Wald; Johann Jakob (1553–1592),1553,1592,m,Wald an der Perschling,Pyhra im Mostviertel:Pfarrkirche
17598,NULL,Greiß zum Wald; Sebastian (1564–1623); Mundschenk,1564,1623,m,Wald an der Perschling,
17599,NULL,Greiß zum Wald; Johann Rudolf (1600–1659),1600,1659,m,Wald an der Perschling,
17601,NULL,Hohenfeld; Ludwig (1576–1644),1576,1644,m,Aistersheim,Esslingen am Neckar
17602,NULL,Hohenfeld; Achaz (1610–1672); Reichspfennigmeister,1610,1672,m,Aistersheim,Camberg im Taunus
17603,NULL,Hohenfeld; Wilhelm Lothar (1651–1710); Reichspfennigmeister,1651,1710,m,,
17604,NULL,Hohenfeld; Otto Heinrich (1645–1719); Kämmerer,1645,1719,m,,Wien
17605,NULL,Hohenfeld; Otto Ferdinand (1648–1713); Kämmerer,1648,1713,m,,Wien
17606,NULL,Betta; Johann (1500–1565); Bischof von Triest,1500,1565,m,Rovereid,Triest
17607,NULL,Schleinitz; Theoderich (1540–    ); Hofdiener,1540,,m,Schleinitz in Sachsen,
17608,NULL,Zierotin; Bernhard (1530–1602); Mundschenk,1530,1602,m,Straßnitz,
17609,NULL,Zierotin; Johann Wilhelm (1570–1608),1570,1608,m,,
17610,NULL,Piastowicz; Helena (1547–1583),1547,1583,w,Liegnitz,
17611,NULL,Kurzbach; Siegmund (1450–1513),1450,1513,m,Witkowo,Ofen
17612,NULL,Kurzbach; Johann (1480–1549),1480,1549,m,,Militsch
17613,NULL,Kurzbach; Siegmund (1547–1579); Truchsess,1547,1579,m,Militsch,Lingen an der Ems
17614,NULL,Kurzbach; Heinrich (1490–1533),1490,1533,m,,Breslau
17615,NULL,Kurzbach; Heinrich (1530–1590); Oberstmünzmeister in Böhmen,1530,1590,m,Trachenberg in Schlesien,Militsch
17616,NULL,Kurzbach; Wilhelm (1525–1567),1525,1567,m,Trachenberg in Schlesien,Breslau
17617,NULL,Kurzbach; Heinrich (1555–1618); Truchsess,1555,1618,m,Trachenberg in Schlesien,Prausnitz
17618,NULL,Kurzbach; Sophia (1572–1605),1572,1605,w,,
17619,NULL,Kurzbach; Andreas (1620–    ); Truchsess,1620,,m,Lissa in Posen,
17620,NULL,Schwanberg; Ignaz (1450–1489),1450,1489,m,,
17621,NULL,Schwanberg; Johann (1480–1533),1480,1533,m,,Haid im Böhmerwald
17622,M,Schwanberg; Johann Erasam (1524–1580); Oberstmünzmeister in Böhmen,1524,1580,m,Haid im Böhmerwald,
17623,NULL,Schwanberg; Peter (1520–1575),1520,1575,m,Haid im Böhmerwald,Ronsperg im Böhmerwald
17624,NULL,Schwanberg; Johann Georg (1548–1617),1548,1617,m,Ronsperg im Böhmerwald,
17625,NULL,Schwanberg; Peter (1580–1620),1580,1620,m,Ronsperg im Böhmerwald,Prag
17626,NULL,Schwanberg; Adam (1595–1664),1595,1664,m,,
17627,NULL,Schwanberg; Bartlome (1523–1560),1523,1560,m,Haid im Böhmerwald,
17628,NULL,Schwanberg; Johann Wilhelm (1555–1590),1555,1590,m,,
17629,NULL,Schwanberg; Georg Ehrenreich (1580–1614),1580,1614,m,,
17630,NULL,Schwanberg; Johann Wilhelm (1605–1651),1605,1651,m,,Písek an der Otava:Dominikanerkloster
17631,NULL,Barbitz von Fernemont; Maria Lamberta (1635–    ),1635,,w,Fernelmont,
17632,NULL,Kochtizky; Juliana (1605–1664),1605,1664,w,Lublinitz,
17633,NULL,Proskau; Anna Maria (1630–    ),1630,,w,Proskau,
17634,P,Tschernembl; Regina (1560–    ),1560,,w,Schwertberg im Mühlviertel,
17635,NULL,Lang von Wellenburg; Elisabeth (1500–    ),1500,,w,Augsburg,
17636,NULL,Schwarzenberg; Anna (1430–1459),1430,1459,w,Seinsheim,
17637,NULL,Drugeth von Homonna; Maria (1590–1643),1590,1643,w,Homenau,
17638,NULL,Harrach; Agnes (1525–    ),1525,,w,,
17639,NULL,Sternberg; Dorothea (1570–1633),1570,1633,w,Sternberg in Mähren,
17640,NULL,Piastowicz; Johanna Elisabeth (1634–1673),1634,1673,w,Thorn an der Weichsel,Schwentnig im Eulengebirge
17641,NULL,Schober von Tachenstein; Georg (1470–1547),1470,1547,m,Ingolstadt,Ingolstadt
17642,F,Schober von Tachenstein; Kaspar (1504–1532),1504,1532,m,Ingolstadt,Speyer:Dom
17643,NULL,Schober von Tachenstein; Thomas (1518–1572); Reichshofrat,1518,1572,m,Ingolstadt,Wien
17644,NULL,Schober von Tachenstein; Anna (1498–    ),1498,,w,Ingolstadt,
17645,NULL,Schober von Tachenstein; Margarita (1560–    ),1560,,w,Wien,
17646,NULL,Schwarz; Stephan (1510–1575); Reichshofrat,1510,1575,m,,
17647,NULL,Fröschel; Benedikt (1480–1547),1480,1547,m,,Augsburg
17648,NULL,Fröschel; Benedikt (1517–1574),1517,1574,m,Augsburg,Venedig
17649,NULL,Fröschel; Hieronym (1527–1602),1527,1602,m,Augsburg,Augsburg
17650,NULL,Fröschel; Daniel (1563–1613); Hofantiquar,1563,1613,m,Augsburg,Prag
17651,NULL,Rehlinger; Barbara (1515–1593),1515,1593,w,Horgau an der Roth,
17652,NULL,Tänzl von Trazberg; Anna Maria (1580–1629),1580,1629,w,,Wildungsmauer
17653,NULL,Herberstein; Anna (1540–1576),1540,1576,w,,Höpfigheim an der Murr:Georgskirche
17654,NULL,Kittlitz; Sabina (1576–1610),1576,1610,w,Schweinitz in Schlesien,Logau in Schlesien
17655,NULL,Galler von Schwanberg; Justina (1605–1675),1605,1675,w,,
17656,NULL,Gienger; Magdalena (1529–    ),1529,,w,Grünbichl im Mostviertel,
17657,NULL,Gienger; Konstantia (1530–    ),1530,,w,Grünbichl im Mostviertel,
17658,NULL,Gienger; Katharina (1535–    ),1535,,w,Grünbichl im Mostviertel,
17659,NULL,Gienger; Ursula (1538–1575),1538,1575,w,Grünbichl im Mostviertel,
17660,NULL,Harrach; Susanna (1558–    ),1558,,w,Rohrau an der Leitha,
17661,NULL,Villinger von Schönenberg; Eleonora (1540–1603),1540,1603,w,Augsburg,
17662,NULL,Scala; Maria (1576–1617),1576,1617,w,Amerang im Chiemgau,Planegg an der Würm
17663,P,Pernstein; Maria (1523–1566),1523,1566,w,Kromau in Mähren,
17664,NULL,Herberstein; Maria Sidonia (1630–1701),1630,1701,w,,Klagenfurt am Wörthersee
17665,NULL,Löwenstein; Amalia (1659–1701),1659,1701,w,Wertheim am Main,Wien
17666,NULL,Starhemberg; Eva Regina (1599–1663),1599,1663,w,Eferding,Regensburg
17667,NULL,Geymann; Anna Maria (1590–1621),1590,1621,w,Gallspach im Hausruckviertel,Linz an der Donau
17668,NULL,Fugger; Konstantia (1568–1594),1568,1594,w,,
17669,NULL,Herberstein; Maria Renata (1589–    ),1589,,w,Herberstein an der Feistritz,
17670,NULL,Pückler; Niklas (1480–1543),1480,1543,m,,
17671,NULL,Pückler; Kaspar (1515–1584); Oberstfalkenmeister,1515,1584,m,Groditz,Falkenberg in Oberschlesien
17672,NULL,Pückler; Balthasar (1543–1591); Truchsess,1543,1591,m,Schedlau,Falkenberg in Oberschlesien
17673,NULL,Pückler; Niklas (1550–1579); Vorschneider,1550,1579,m,Schedlau,
17674,NULL,Nechern; Siegfried (1470–    ); Landeshauptmann von Sagan,1470,,m,Kunzendorf in der Niederlausitz,
17675,NULL,Nechern; Siegfried (1500–    ),1500,,m,Kunzendorf in der Niederlausitz,
17676,NULL,Nechern; Franz (1510–    ); Landeshauptmann von Sagan,1510,,m,Kunzendorf in der Niederlausitz,
17677,NULL,Nechern; Gravis (1530–    ),1530,,m,Kunzendorf in der Niederlausitz,
17678,NULL,Nechern; Gravis (1575–    ); Landeshauptmann von Sagan,1575,,m,Koppitz,
17679,NULL,Nechern; Polyxena (1560–1609),1560,1609,w,,
17680,P,Piastowicz; Konrad (1448–1503); Herzog von Masowien,1448,1503,m,,Osieck in Masowien
17681,NULL,Rogendorf; Wilhelm (1509–1543),1509,1543,m,Pöggstall im Waldviertel,
17682,NULL,Rogendorf; Johann Wilhelm (1535–1590); Geheimer Rat,1535,1590,m,Pöggstall im Waldviertel,Baden am Gebirge
17683,NULL,Rogendorf; Johann Hermann (1571–1612); Kämmerer,1571,1612,m,Pöggstall im Waldviertel,
17684,NULL,Khuen von Belasi; Magdalena (1530–1572),1530,1572,w,Lichtenberg im Pinzgau,Sitzenberg
17685,P,Zimmern; Apollonia (1547–1604),1547,1604,w,Wildenstein im Donautal,
17686,NULL,Ursenbeck; Katharina (1555–    ),1555,,w,,
17687,NULL,Lobkowicz; Katharina (1566–    ),1566,,w,,
17688,NULL,Khuen von Belasi; Anna (1580–1628),1580,1628,w,Lichtenberg im Pinzgau,
17689,S,Sapieha; Anna (1600–1627),1600,1627,w,,Neswisch
17690,NULL,Dieskau; Margarita (1580–1641),1580,1641,w,Finsterwalde in der Lausitz,Kamenz in der Lausitz
17691,NULL,Minckwitz; Anna (1520–    ),1520,,w,Drehna in der Lausitz,
17692,NULL,Trauttmansdorff; Anna (1580–1642),1580,1642,w,Trautmannsdorf in der Steiermark,
17693,NULL,Hohenzollern; Ursula (1607–1667),1607,1667,w,,
17694,NULL,Sternberg; Maria (1500–    ),1500,,w,Beneschau,
17695,NULL,Capliers; Anna (1555–    ),1555,,w,,
17696,NULL,Wrzesowitz; Sabina (1595–    ),1595,,w,Wrzesowitz in Mähren,
17697,NULL,Lobkowicz; Margarita Katharina (1612–1669),1612,1669,w,,Prag
17698,NULL,Löbl von Greinburg; Susanna Katharina (1620–1666),1620,1666,w,Wien,Graz
17699,NULL,Ungnad von Weissenwolff; Anna (1573–1605),1573,1605,w,Waldenstein im Lavanttal,Bernsdorf im Vogtland
17701,NULL,Smirzicz; Siegmund (1480–1548),1480,1548,m,,
17702,NULL,Smirzicz; Albrecht (1528–1566),1528,1566,m,,Náchod
17703,F,Smirzicz; Margarita (1557–1593),1557,1593,w,,Hermanitz an der Elbe
17704,NULL,Smirzicz; Salomena (1560–1620),1560,1620,w,,
17705,NULL,Smirzicz; Heinrich (1530–1569),1530,1569,m,,
17706,NULL,Smirzicz; Siegmund (1558–1608); Mundschenk,1558,1608,m,,Prag
17707,NULL,Smirzicz; Wenzel (1564–1593),1564,1593,m,,Náchod
17708,NULL,Bollweiler; Niklas (1525–1588),1525,1588,m,Bollwiller im Elsass,Hagenau
17709,NULL,Bollweiler; Rudolf (1555–1616),1555,1616,m,Bollwiller im Elsass,
17710,S,Bollweiler; Margarita (1595–1658),1595,1658,w,Bollwiller im Elsass,Hilgartsberg
17711,NULL,Lang von Wellenburg; Lauk (1470–1535),1470,1535,m,Augsburg,
17712,NULL,Lang von Wellenburg; Lauk (1515–1559),1515,1559,m,Augsburg,
